metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],functional_groups1,functional_groups2
3,8,18,5,6.122531204,3.819427,18,4
3,11,11,4,3.708684997,3.17551,-1,-1
3,5,22,4,5.0070579980000005,3.686911,16,4
3,7,15,4,4.470318622,3.464383,10,17
3,11,14,4,3.767401156,3.070202,16,3
2,11,15,4,6.510950995,3.426839,7,1
10,49,52,2,10.93009916,4.942239,15,13
2,8,24,5,3.4523483180000003,3.683893,15,-1
12,21,23,1,7.936365919,4.351135,13,17
2,3,27,5,4.625921365,4.278881,6,18
2,5,7,4,3.754908306,3.119191,-1,-1
2,33,58,9,4.036590672,3.109587,10,0
2,3,21,5,3.4623511660000004,3.153514,13,16
2,4,11,4,4.262749157,3.693732,17,5
2,11,22,4,5.250876642,3.626922,3,5
1,4,25,5,7.2764177929999985,4.007958,5,13
2,20,23,4,2.419873543,1.810924,4,-1
3,3,24,4,3.547324143,2.995976,15,0
2,23,29,5,5.111620069,3.69431,12,18
2,6,25,5,4.111308763,3.084977,-1,-1
2,6,22,4,3.721426867,3.241646,1,0
3,1,25,4,5.760575656,3.739365,2,16
10,45,49,2,25.33626704,5.783513,5,16
1,2,3,5,4.672551702,3.511228,5,1
3,7,8,5,3.961379799,3.467531,4,16
1,21,21,5,3.46231707,2.776101,1,3
3,26,27,5,4.470465081,4.198901,17,16
3,23,23,5,3.652028108,3.570922,-1,-1
1,1,23,5,4.669379843,3.240008,-1,-1
2,7,8,5,4.294945222,3.257318,-1,13
3,20,26,5,3.732773998,3.069729,0,13
1,22,24,5,4.889041792,3.865784,19,17
1,11,14,5,5.026567976,3.42089,16,18
3,26,27,5,6.223780832,3.196892,8,13
3,10,21,5,8.745566408,4.354636,-1,18
1,14,27,5,5.183268469,4.120565,17,15
2,17,25,4,5.08612409,3.57684,0,14
2,3,14,4,3.854152505,3.008225,10,9
3,11,15,4,4.207101723,3.409118,-1,-1
1,23,29,5,3.179183806,2.567276,-1,13
1,10,21,5,4.422324414,3.347861,14,13
2,28,28,5,3.62792548,2.934468,16,13
9,11,20,8,5.504177633,3.734566000000001,13,5
2,23,23,4,3.927762693,3.414297,10,8
2,4,20,4,4.070490271000001,3.112875,-1,-1
1,19,23,5,4.164058404,2.892957,13,7
1,8,18,5,3.572543864,3.2617580000000004,18,7
2,14,23,4,4.005933235,3.186901,-1,15
3,22,27,4,6.149417851,4.386896,17,2
2,15,24,4,15.49903122,5.516525,10,18
4,6,25,0,9.067537171,4.263365,18,10
3,11,25,4,5.599077585,3.242136,1,4
1,12,12,5,6.0642885810000005,4.462379,0,16
2,21,29,5,5.026817019,3.451231,4,18
2,6,25,5,3.876016093,2.997398,-1,-1
1,8,18,5,4.053731458,2.758881,-1,-1
1,8,26,5,3.718036752,3.009317,12,17
2,7,20,4,2.752271183,1.863848,-1,-1
2,21,25,5,4.309285455,2.876605,-1,-1
3,19,26,5,4.054108433,3.099526,-1,-1
3,20,28,4,3.887963897,2.752332,17,9
3,4,20,4,4.716262771,3.850195,0,4
1,9,19,5,4.751475043,3.378263,13,-1
2,28,28,5,4.323569803,3.155347,18,15
1,6,24,5,4.351819588,3.3614910000000005,6,3
1,24,25,5,3.960274577,3.562918,-1,-1
2,6,6,4,2.861964302,2.08197,-1,-1
3,20,23,4,2.9498062430000003,1.972133,-1,-1
2,1,7,4,5.224473962,3.855582,18,14
1,11,15,5,4.773092261,3.54896,16,13
2,3,5,4,4.742046049,3.084036,19,15
3,4,6,4,4.113544278,3.110542,-1,10
9,20,24,8,8.245253615999998,4.005058999999999,17,-1
2,1,20,4,3.72872363,3.241043,-1,-1
4,5,14,0,28.75402988,8.426658999999999,17,16
10,49,52,2,8.922317279999998,4.896391,-1,6
1,1,27,5,6.806260594,3.263163,-1,-1
3,20,23,5,3.822872479,3.3299220000000003,-1,-1
2,4,7,4,4.116706189,2.964709,5,1
2,7,27,5,4.623049364,4.06344,17,4
3,1,3,4,3.758862417,3.389188,14,5
3,12,25,5,12.09283199,5.690385,18,16
1,20,28,5,3.279770519,3.424956,13,8
3,2,22,4,5.237483327,2.9126380000000003,-1,-1
1,18,26,5,7.287418397,3.739487,17,5
9,11,24,8,9.234579865,4.716709,15,0
1,12,21,5,5.445202597000001,3.626192,12,1
1,4,23,5,6.039945511,3.768279,10,7
3,3,8,5,5.429434165,3.604357,5,19
9,1,20,8,5.64105919,3.849111,17,15
10,43,52,2,19.08417214,5.096264,5,15
3,24,26,5,7.190654483,4.061129,-1,-1
1,24,28,5,5.7788076120000005,4.072583,-1,-1
2,11,22,4,4.383059584,3.414769,12,2
1,2,11,5,3.647090255,3.158735,-1,-1
2,20,24,4,4.4385723960000005,3.14416,2,3
2,8,21,5,4.428085288,3.737889,18,5
12,21,23,1,5.578140686,4.101436,17,4
2,21,29,5,5.212403588,3.5412220000000003,1,18
2,17,20,4,3.69874995,2.970695,13,18
2,6,19,4,2.9662830060000003,2.736862,19,15
1,11,15,5,4.746330794,3.3523400000000003,-1,5
2,3,28,4,2.907464937,2.1730810000000003,5,15
3,23,24,4,3.186476273,2.845627,16,9
3,3,19,4,3.522105401,2.683712,15,14
1,3,25,5,3.23555681,2.897673,15,0
2,19,29,5,7.475968685,4.007416,-1,-1
3,8,25,5,5.164321012,3.427712,-1,18
1,13,13,5,5.029868038,3.961498,16,8
2,14,23,4,5.330278644,3.40967,7,4
10,50,52,2,14.14445724,5.1582360000000005,17,13
10,47,52,2,9.589733589,4.869354,15,4
1,5,28,5,6.4301736410000006,3.694575,18,4
2,11,12,5,5.547531528,3.830699,-1,-1
3,11,17,4,4.419745595,3.402432,10,14
3,2,7,5,3.647904338,3.351985,-1,-1
2,21,24,5,4.891950521,3.61336,16,5
3,2,11,4,3.369577907,2.997136,-1,16
1,1,28,5,6.179788555,3.854795,-1,-1
10,50,50,2,13.7907626,5.902958,-1,15
2,24,29,4,4.659782614,2.919708,-1,-1
1,1,17,5,5.265241069,3.756803,-1,-1
3,1,19,4,3.598120974,3.011532,-1,-1
2,22,24,4,3.49424885,2.986804,-1,15
3,4,11,4,5.165067363,3.673626,12,2
1,19,22,5,4.455444383,3.175825,8,1
2,3,14,4,3.11591874,2.4478880000000003,0,13
9,6,20,8,5.84797902,3.65395,-1,-1
3,19,25,4,3.88942366,3.606793,3,8
3,20,25,4,2.6131846480000003,1.908,15,-1
3,2,23,4,3.1170529780000003,2.896935,-1,-1
1,17,25,5,4.53985906,3.250085,-1,-1
1,11,15,5,4.813539725,3.660049,12,9
3,6,7,4,3.3339307610000004,2.52601,-1,-1
3,3,22,4,3.605341463,3.212888,15,0
2,1,3,4,4.212674766,3.502777,15,6
3,12,19,5,5.611151138,3.742685,-1,-1
1,6,23,5,3.168368985,2.284292,8,16
1,7,14,5,5.259603023,3.717603,18,1
4,23,23,0,9.893574071,4.591946,8,18
3,1,14,4,10.04873886,4.195334,17,7
2,6,24,5,6.945607682,4.339613,-1,-1
1,19,22,5,8.846874302,3.749164,5,3
3,8,15,5,9.478789443,5.300255,-1,-1
3,7,26,5,4.455380258,3.465857,17,-1
2,7,19,5,5.535908509,3.765862,-1,-1
2,24,24,4,8.563363263999998,4.591605,5,2
1,7,22,5,5.422570856,3.568979,16,10
4,6,23,0,8.20658682,4.589378,7,18
1,11,11,5,3.943520532,3.189812,-1,-1
12,20,23,1,4.393241593,3.756251,12,15
1,6,15,5,4.919217939,3.791762,17,10
3,34,35,6,5.116328328,4.007954,12,18
1,2,27,5,4.818318974,3.132998,-1,-1
3,4,22,4,5.659567547999999,3.654665,-1,-1
3,7,8,5,5.184609416,3.526435,0,-1
1,3,20,5,3.622798112,2.7391080000000003,-1,-1
2,5,25,4,3.789616861,3.009696,10,14
2,3,24,4,3.3346847630000003,3.231294,0,17
3,2,24,4,5.14604033,3.780632,5,1
3,35,35,6,4.409183328999999,3.249046,-1,18
2,11,22,4,3.146099784,2.727889,-1,-1
1,1,3,5,4.965222923,3.447635,17,0
9,13,20,8,5.758210728,4.285288,-1,-1
2,1,4,4,4.935911995,4.003265,14,8
2,5,17,4,5.387278494,3.678811,4,0
1,21,21,5,3.181211551,2.275493,-1,-1
1,9,20,5,4.067803506000001,3.270779,-1,-1
2,5,27,4,3.968057693,3.10235,16,7
2,34,35,6,3.611206454,3.0538830000000003,-1,-1
2,7,27,4,2.787450488,2.302257,0,16
3,9,19,4,13.38585621,5.316822,18,13
3,8,12,5,4.876108155,3.475556,15,17
3,4,20,4,4.457373107,2.87914,-1,-1
1,1,25,5,5.406440936,3.402886,8,7
1,2,24,5,5.041340569,4.0848260000000005,15,17
2,4,24,4,5.50585743,3.719124,-1,-1
1,23,23,5,5.122997986000001,3.007256,9,10
2,23,27,5,6.601607667000001,3.323653,17,4
2,6,11,5,4.440861594,3.128105,17,16
2,23,28,5,4.394458319,3.3317650000000003,-1,13
3,3,28,5,4.102101079,3.69329,17,0
3,6,7,5,2.89084007,2.935031,-1,-1
3,8,19,5,4.672452601,3.426956,-1,-1
2,6,11,5,5.580944025,3.675287,10,-1
1,14,20,5,5.723046616,3.628983,18,15
9,5,29,8,12.17952711,5.007156,-1,-1
2,20,23,4,2.28261165,1.772364,-1,-1
2,3,7,5,4.265903283,3.4158089999999994,-1,-1
3,2,3,5,3.97578144,3.07308,-1,-1
3,7,19,4,3.422026354,3.051264,7,9
10,42,51,2,9.223550243,5.209027,-1,-1
1,17,20,5,4.519597811000001,3.226147,-1,-1
3,2,14,5,12.83737542,4.740381,18,5
3,2,25,4,3.86501996,2.643662,0,19
3,8,22,5,4.178249637,3.36237,-1,-1
2,1,27,5,9.517206452000002,4.475847,-1,18
2,19,27,4,3.129974078,2.739993,-1,-1
2,25,28,5,6.81839978,3.793427,18,-1
3,8,27,5,7.58942405,3.953522,18,2
3,19,24,5,6.789111808,4.260749,-1,-1
3,14,23,4,4.04031541,3.661764,-1,-1
3,3,21,5,3.37283356,2.743447,-1,-1
2,8,24,5,7.693329552,4.080345,13,0
10,47,52,2,8.966693051,4.76101,-1,-1
3,11,23,4,3.642965252,3.078513,2,16
3,5,14,4,5.88823649,3.722243,-1,-1
3,4,24,4,4.482960498,3.832708,9,12
3,4,6,4,4.23995316,3.030232,-1,-1
2,23,26,5,6.382320739,3.791538,4,5
2,6,8,5,3.976770411,3.178357,12,15
2,11,27,5,6.327139203,4.277843,18,17
1,1,4,5,4.1033464660000005,3.635677,-1,-1
2,8,26,5,3.964031987,3.04438,13,16
3,6,12,5,7.551758474999998,4.465382,18,0
1,19,23,5,3.659465822,2.7539580000000004,12,10
2,7,24,5,8.078594458999998,4.766642,-1,-1
1,12,13,5,5.162913675,3.596276,17,19
1,3,7,5,6.20595848,3.219482,5,9
3,7,24,4,4.318576611,2.849856,0,12
3,2,24,4,3.422231366,3.392031,-1,-1
1,4,28,5,7.030743049,3.971401,-1,-1
2,20,23,5,4.553109222,3.25826,-1,-1
10,47,52,2,9.331260306,4.526568,-1,-1
3,17,23,4,3.524910418,2.89223,18,13
3,3,6,5,4.470115902,3.349965,-1,-1
3,5,17,4,3.750133069,3.135247,-1,-1
2,23,23,5,4.604690697,3.628697,17,12
2,6,19,4,4.940420219,3.121905,3,2
3,19,25,5,5.431626187999999,3.94373,5,2
2,1,25,4,6.321473322999999,4.1684470000000005,16,2
3,7,27,5,4.305905564,3.098039,-1,-1
9,20,27,8,4.245845314,3.611219,18,-1
1,4,25,5,5.328522174,4.0612900000000005,10,5
3,6,22,4,3.351401688,2.465996,15,8
1,6,15,5,4.570719161,3.288817,-1,-1
1,21,21,5,4.657395164,3.064675,1,9
9,20,27,8,5.761039293,3.752986,-1,10
3,4,5,4,5.815027322000001,3.581083,13,17
1,2,7,5,2.951159757,3.2504310000000003,-1,-1
3,31,32,9,3.32633224,3.200595,-1,-1
9,24,24,8,16.64375643,6.71926,17,5
2,15,27,4,4.033660329,3.814505000000001,1,12
2,7,19,4,2.749270519,2.481221,-1,-1
2,22,22,4,3.638504842,3.024926,-1,-1
4,6,25,0,5.955029099,3.596289,12,15
1,5,23,5,6.477147928,4.120307,19,0
3,2,22,4,3.116051808,3.037928,15,16
2,5,15,4,5.115965199,3.582377,-1,-1
2,8,14,5,7.883328207999998,4.078542,12,17
2,5,24,4,7.6586477629999985,4.012294,6,0
2,20,25,4,2.749424899,1.7565849999999998,16,15
2,11,20,5,4.81495642,4.15681,7,1
1,21,26,5,2.950583944,2.893219,13,-1
2,4,27,4,3.3385561580000003,2.957154,-1,-1
10,47,48,2,43.66039384,6.890489,12,5
3,21,25,5,3.977001354,3.176847,13,18
3,22,27,4,4.126510978,3.059794,9,-1
3,12,20,5,6.513730399,4.111286,-1,-1
4,6,25,0,7.782426546,4.575605,18,4
9,20,22,8,6.175174142,4.176143,0,5
1,12,26,5,4.950156641,3.655535,19,17
3,2,20,5,3.917811162,3.150682,13,-1
3,2,19,4,3.172814135,2.812587,-1,-1
1,6,29,5,3.496131512,3.182175,0,1
3,7,28,4,2.944529531,2.969951,-1,17
9,5,18,8,13.97651127,5.2048,18,17
2,23,25,5,4.550306607,3.392249,-1,-1
1,7,11,5,4.182764434,3.130719,0,16
3,1,24,4,7.467759126,3.904462,1,9
2,4,25,4,4.336663422,3.823728,-1,1
3,6,24,5,4.543114694,3.405867,-1,-1
3,20,27,4,3.262558028,2.271462,-1,-1
2,7,23,5,4.2331690680000005,3.82195,18,13
2,11,21,5,5.174784895,3.828359,-1,1
2,4,7,4,3.499796625,3.060597,5,12
3,3,4,4,3.793509503,3.13701,5,13
2,17,24,4,6.175411193,3.942724,8,17
3,6,29,5,2.989103452,2.913185,-1,-1
2,34,34,6,6.23172012,3.4834120000000004,-1,-1
1,8,12,5,3.629443169,3.066646,15,12
10,45,51,2,15.37722164,5.310767,15,5
3,21,26,5,4.897691747,3.523423,18,2
3,21,23,5,4.369918633,2.851009,16,15
2,1,14,4,4.778697788000001,3.675003,10,12
2,10,20,5,6.883387498,3.732121,16,-1
2,7,20,5,5.270734026,3.354425,4,12
2,6,11,4,3.172914376,2.643592,8,5
10,47,50,2,9.704603731,7.289341999999999,8,-1
